Representive Gene model,Sorghum homologs ID,Gene ID.1,Gene ID.2,Gene ID.3,Gene ID.4
Sspon.07G0013360,,Sspon.07G0013360-1A,,,
Sspon.07G0013370,Sobic.009G040700,Sspon.07G0013370-1A,Sspon.07G0013370-2B,Sspon.07G0013370-3C,Sspon.07G0013370-4D
Sspon.07G0013380,Sobic.009G040700,Sspon.07G0013380-1A,,Sspon.07G0013380-2C,
Sspon.07G0013390,Sobic.009G039700,Sspon.07G0013390-1A,Sspon.07G0013390-2B,Sspon.07G0013390-3C,Sspon.07G0013390-4D
Sspon.07G0013400,Sobic.009G201200,Sspon.07G0013400-1A,Sspon.07G0013400-2B,,
Sspon.07G0013410,,Sspon.07G0013410-1A,,,
Sspon.07G0013420,Sobic.001G230200,Sspon.07G0013420-1A,Sspon.07G0013420-2B,,Sspon.07G0013420-3D
Sspon.07G0013430,Sobic.009G040400,Sspon.07G0013430-1A,,,Sspon.07G0013430-2D
Sspon.07G0013440,Sobic.009G039800,Sspon.07G0013440-1A,Sspon.07G0013440-2B|Sspon.07G0013440-1T,Sspon.07G0013440-3C|Sspon.07G0013440-2T,
Sspon.07G0013450,Sobic.009G039200,Sspon.07G0013450-1A,Sspon.07G0013450-2B|Sspon.07G0013450-1P|Sspon.07G0013450-2P,Sspon.07G0013450-3C,Sspon.07G0013450-4D|Sspon.07G0013450-3P
Sspon.07G0013460,,Sspon.07G0013460-1A,,,
Sspon.07G0013470,Sobic.009G039400,Sspon.07G0013470-1A,Sspon.07G0013470-2B,,
Sspon.07G0013480,Sobic.009G039200,Sspon.07G0013480-1A,Sspon.07G0013480-2B,Sspon.07G0013480-3C,
Sspon.07G0013490,Sobic.009G038701,Sspon.07G0013490-1A,Sspon.07G0013490-2B|Sspon.07G0013490-1P|Sspon.07G0013490-2P,,Sspon.07G0013490-3D
Sspon.07G0013500,Sobic.009G038800,Sspon.07G0013500-1A,,,Sspon.07G0013500-2D
Sspon.07G0013510,Sobic.009G038900,Sspon.07G0013510-1A,Sspon.07G0013510-2B,,Sspon.07G0013510-3D
Sspon.07G0013520,Sobic.009G038600,Sspon.07G0013520-1A,Sspon.07G0013520-2B|Sspon.07G0013520-1P,Sspon.07G0013520-3C,
Sspon.07G0013530,Sobic.009G038401,Sspon.07G0013530-1A,Sspon.07G0013530-2B|Sspon.07G0013530-1P,,Sspon.07G0013530-3D
Sspon.07G0013540,,Sspon.07G0013540-1A,,,
Sspon.07G0013550,Sobic.009G037500,Sspon.07G0013550-1A,,Sspon.07G0013550-2C,Sspon.07G0013550-3D|Sspon.07G0013550-1P
Sspon.07G0013560,Sobic.009G037800,Sspon.07G0013560-1A,Sspon.07G0013560-2B,Sspon.07G0013560-3C,Sspon.07G0013560-4D
Sspon.07G0013570,Sobic.009G037700,Sspon.07G0013570-1A,,,Sspon.07G0013570-2D
Sspon.07G0013580,Sobic.009G037600,Sspon.07G0013580-1A,Sspon.07G0013580-2B,Sspon.07G0013580-3C,Sspon.07G0013580-4D
Sspon.07G0013590,Sobic.009G037600,Sspon.07G0013590-1A,,,Sspon.07G0013590-2D
Sspon.07G0013600,Sobic.009G037200,Sspon.07G0013600-1A,Sspon.07G0013600-2B,Sspon.07G0013600-3C,Sspon.07G0013600-4D
Sspon.07G0013610,Sobic.009G037200,Sspon.07G0013610-1A,,Sspon.07G0013610-2C,
Sspon.07G0013620,Sobic.009G037200,Sspon.07G0013620-1A|Sspon.07G0013620-1T,Sspon.07G0013620-2B,Sspon.07G0013620-3C,Sspon.07G0013620-4D
Sspon.07G0013630,,Sspon.07G0013630-1A,Sspon.07G0013630-2B,,Sspon.07G0013630-3D
Sspon.07G0013640,,Sspon.07G0013640-1A,,,
Sspon.07G0013650,Sobic.002G063800,Sspon.07G0013650-1A,Sspon.07G0013650-2B|Sspon.07G0013650-1P,,Sspon.07G0013650-3D
Sspon.07G0013660,Sobic.009G037100,Sspon.07G0013660-1A,Sspon.07G0013660-2B,,Sspon.07G0013660-3D|Sspon.07G0013660-1P|Sspon.07G0013660-2P
Sspon.07G0013670,Sobic.003G136500,Sspon.07G0013670-1A|Sspon.07G0013670-1P,Sspon.07G0013670-2B,Sspon.07G0013670-3C,Sspon.07G0013670-4D
Sspon.07G0013680,Sobic.009G036500,Sspon.07G0013680-1A,Sspon.07G0013680-2B,Sspon.07G0013680-3C,
Sspon.07G0013690,,Sspon.07G0013690-1A,,,
Sspon.07G0013700,Sobic.009G036400,Sspon.07G0013700-1A,Sspon.07G0013700-2B,Sspon.07G0013700-3C,Sspon.07G0013700-4D
Sspon.07G0013710,Sobic.009G036333,Sspon.07G0013710-1A,,Sspon.07G0013710-2C,
Sspon.07G0013720,,Sspon.07G0013720-1A,,,
Sspon.07G0013730,Sobic.009G036000,Sspon.07G0013730-1A,,Sspon.07G0013730-2C,Sspon.07G0013730-3D
Sspon.07G0013740,Sobic.009G036200,Sspon.07G0013740-1A,Sspon.07G0013740-2B,,Sspon.07G0013740-3D
Sspon.07G0013750,,Sspon.07G0013750-1A,,,
Sspon.07G0013760,Sobic.003G137600,Sspon.07G0013760-1A|Sspon.07G0013760-1P,Sspon.07G0013760-2B|Sspon.07G0013760-2P,,Sspon.07G0013760-3D
Sspon.07G0013770,Sobic.009G035000,Sspon.07G0013770-1A,Sspon.07G0013770-2B,,
Sspon.07G0013780,Sobic.009G035100,Sspon.07G0013780-1A,,Sspon.07G0013780-2C,Sspon.07G0013780-3D
Sspon.07G0013790,Sobic.009G034700,Sspon.07G0013790-1A,Sspon.07G0013790-2B,Sspon.07G0013790-3C,Sspon.07G0013790-4D
Sspon.07G0013800,Sobic.009G034600,Sspon.07G0013800-1A,Sspon.07G0013800-2B,,Sspon.07G0013800-3D
Sspon.07G0013810,,Sspon.07G0013810-1A,,,
Sspon.07G0013820,,Sspon.07G0013820-1A,Sspon.07G0013820-2B,,
Sspon.07G0013830,Sobic.009G034400,Sspon.07G0013830-1A,Sspon.07G0013830-2B,Sspon.07G0013830-3C,
Sspon.07G0013840,Sobic.009G034300,Sspon.07G0013840-1A,Sspon.07G0013840-2B,Sspon.07G0013840-3C,Sspon.07G0013840-4D
Sspon.07G0013850,Sobic.009G033800,Sspon.07G0013850-1A,Sspon.07G0013850-2B,Sspon.07G0013850-3C,Sspon.07G0013850-4D
Sspon.07G0013860,Sobic.009G033900,Sspon.07G0013860-1A,Sspon.07G0013860-2B,Sspon.07G0013860-3C,Sspon.07G0013860-4D
Sspon.07G0013870,Sobic.009G034000,Sspon.07G0013870-1A,,,Sspon.07G0013870-2D
Sspon.07G0013880,Sobic.009G034100,Sspon.07G0013880-1A,Sspon.07G0013880-2B,Sspon.07G0013880-3C,Sspon.07G0013880-4D
Sspon.07G0013890,,Sspon.07G0013890-1A,,,
Sspon.07G0013900,Sobic.009G034200,Sspon.07G0013900-1A,,,Sspon.07G0013900-2D
Sspon.07G0013910,,Sspon.07G0013910-1A,,,Sspon.07G0013910-2D
Sspon.07G0013920,,Sspon.07G0013920-1A,,,
Sspon.07G0013930,,Sspon.07G0013930-1A,,,
Sspon.07G0013940,,Sspon.07G0013940-1A,,,
Sspon.07G0013950,Sobic.009G033300,Sspon.07G0013950-1A,,Sspon.07G0013950-2C,
Sspon.07G0013960,Sobic.009G032700,Sspon.07G0013960-1A,Sspon.07G0013960-2B,,Sspon.07G0013960-3D
Sspon.07G0013970,,Sspon.07G0013970-1A,,,
Sspon.07G0013980,Sobic.009G033100,Sspon.07G0013980-1A,,,Sspon.07G0013980-2D
Sspon.07G0013990,,Sspon.07G0013990-1A,,,
Sspon.07G0014000,,Sspon.07G0014000-1A,,,
Sspon.07G0014010,Sobic.009G032600,Sspon.07G0014010-1A,Sspon.07G0014010-2B,Sspon.07G0014010-3C,
Sspon.07G0014020,Sobic.009G032500,Sspon.07G0014020-1A,Sspon.07G0014020-2B,Sspon.07G0014020-3C,Sspon.07G0014020-4D
Sspon.07G0014030,Sobic.009G032400,Sspon.07G0014030-1A,Sspon.07G0014030-2B,Sspon.07G0014030-3C|Sspon.07G0014030-1P,Sspon.07G0014030-4D
Sspon.07G0014040,,Sspon.07G0014040-1A,,,
Sspon.07G0014050,,Sspon.07G0014050-1A,,,
Sspon.07G0014060,Sobic.009G032300,Sspon.07G0014060-1A,Sspon.07G0014060-2B,Sspon.07G0014060-3C,
Sspon.07G0014070,Sobic.009G032200,Sspon.07G0014070-1A,Sspon.07G0014070-2B,Sspon.07G0014070-3C,Sspon.07G0014070-4D|Sspon.07G0014070-1P
Sspon.07G0014080,Sobic.009G032100,Sspon.07G0014080-1A,,Sspon.07G0014080-2C,Sspon.07G0014080-3D
Sspon.07G0014090,Sobic.003G142300,Sspon.07G0014090-1A,Sspon.07G0014090-2B,Sspon.07G0014090-3C,Sspon.07G0014090-4D
Sspon.07G0014100,Sobic.009G031700,Sspon.07G0014100-1A,,,Sspon.07G0014100-2D
Sspon.07G0014110,Sobic.009G031500,Sspon.07G0014110-1A,Sspon.07G0014110-2B,Sspon.07G0014110-3C,Sspon.07G0014110-4D|Sspon.07G0014110-1P
Sspon.07G0014120,Sobic.009G031400,Sspon.07G0014120-1A,Sspon.07G0014120-2B,Sspon.07G0014120-3C,Sspon.07G0014120-4D
Sspon.07G0014130,Sobic.009G031300,Sspon.07G0014130-1A,,Sspon.07G0014130-2C,Sspon.07G0014130-3D
Sspon.07G0014140,Sobic.009G031200,Sspon.07G0014140-1A,Sspon.07G0014140-2B,Sspon.07G0014140-3C,Sspon.07G0014140-4D
Sspon.07G0014150,Sobic.009G031100,Sspon.07G0014150-1A,Sspon.07G0014150-2B|Sspon.07G0014150-1P,,Sspon.07G0014150-3D
Sspon.07G0014160,Sobic.009G031000,Sspon.07G0014160-1A,Sspon.07G0014160-2B,,Sspon.07G0014160-3D
Sspon.07G0014170,Sobic.009G030900,Sspon.07G0014170-1A,Sspon.07G0014170-2B,Sspon.07G0014170-3C,Sspon.07G0014170-4D
Sspon.07G0014180,Sobic.009G030800,Sspon.07G0014180-1A,Sspon.07G0014180-2B,Sspon.07G0014180-3C,Sspon.07G0014180-4D
Sspon.07G0014190,,Sspon.07G0014190-1A,Sspon.07G0014190-2B|Sspon.07G0014190-1P|Sspon.07G0014190-2P,,Sspon.07G0014190-3D
Sspon.07G0014200,Sobic.009G030600,Sspon.07G0014200-1A,Sspon.07G0014200-2B,Sspon.07G0014200-3C,Sspon.07G0014200-4D
Sspon.07G0014210,Sobic.009G030400,Sspon.07G0014210-1A,Sspon.07G0014210-2B,Sspon.07G0014210-3C,Sspon.07G0014210-4D
Sspon.07G0014220,Sobic.009G030300,Sspon.07G0014220-1A,Sspon.07G0014220-2B|Sspon.07G0014220-1P,Sspon.07G0014220-3C,Sspon.07G0014220-4D|Sspon.07G0014220-2P
Sspon.07G0014230,Sobic.003G144200,Sspon.07G0014230-1A|Sspon.07G0014230-1P,Sspon.07G0014230-2B|Sspon.07G0014230-2P,,Sspon.07G0014230-3D
Sspon.07G0014240,Sobic.009G029800,Sspon.07G0014240-1A,Sspon.07G0014240-2B,,Sspon.07G0014240-3D
Sspon.07G0014250,Sobic.009G029700,Sspon.07G0014250-1A,Sspon.07G0014250-2B,,Sspon.07G0014250-3D
Sspon.07G0014260,Sobic.009G029600,Sspon.07G0014260-1A,Sspon.07G0014260-2B,,Sspon.07G0014260-3D
Sspon.07G0014270,Sobic.009G028700,Sspon.07G0014270-1A,Sspon.07G0014270-2B,,Sspon.07G0014270-3D
Sspon.07G0014280,,Sspon.07G0014280-1A,,,
Sspon.07G0014290,Sobic.009G028600,Sspon.07G0014290-1A,Sspon.07G0014290-2B,Sspon.07G0014290-3C,Sspon.07G0014290-4D
Sspon.07G0014300,Sobic.009G028500,Sspon.07G0014300-1A,Sspon.07G0014300-2B,Sspon.07G0014300-3C,
Sspon.07G0014310,,Sspon.07G0014310-1A,,,
Sspon.07G0014320,Sobic.009G028400,Sspon.07G0014320-1A|Sspon.07G0014320-1T,,,Sspon.07G0014320-2D
Sspon.07G0014330,,Sspon.07G0014330-1A,,Sspon.07G0014330-2C,
Sspon.07G0014340,Sobic.009G028300,Sspon.07G0014340-1A,Sspon.07G0014340-2B,Sspon.07G0014340-3C,Sspon.07G0014340-4D
Sspon.07G0014350,Sobic.009G028200,Sspon.07G0014350-1A,Sspon.07G0014350-2B,,Sspon.07G0014350-3D
Sspon.07G0014360,Sobic.009G028100,Sspon.07G0014360-1A,Sspon.07G0014360-2B,Sspon.07G0014360-3C,Sspon.07G0014360-4D
Sspon.07G0014370,Sobic.009G027900,Sspon.07G0014370-1A,Sspon.07G0014370-2B,Sspon.07G0014370-3C,Sspon.07G0014370-4D
Sspon.07G0014380,Sobic.009G027800,Sspon.07G0014380-1A,Sspon.07G0014380-2B,,Sspon.07G0014380-3D
Sspon.07G0014390,Sobic.009G026800,Sspon.07G0014390-1A,Sspon.07G0014390-2B,Sspon.07G0014390-3C,Sspon.07G0014390-4D
Sspon.07G0014400,Sobic.009G027300,Sspon.07G0014400-1A,,,Sspon.07G0014400-2D|Sspon.07G0014400-1P
Sspon.07G0014410,,Sspon.07G0014410-1A,,,
Sspon.07G0014420,Sobic.009G026900,Sspon.07G0014420-1A,,Sspon.07G0014420-2C,
Sspon.07G0014430,Sobic.009G027200,Sspon.07G0014430-1A,Sspon.07G0014430-2B,Sspon.07G0014430-3C|Sspon.07G0014430-1T,Sspon.07G0014430-4D|Sspon.07G0014430-1P
Sspon.07G0014440,Sobic.009G026650,Sspon.07G0014440-1A,,Sspon.07G0014440-2C,
Sspon.07G0014450,Sobic.009G026500,Sspon.07G0014450-1A,Sspon.07G0014450-2B,Sspon.07G0014450-3C,Sspon.07G0014450-4D
Sspon.07G0014460,Sobic.009G026300,Sspon.07G0014460-1A|Sspon.07G0014460-1P,Sspon.07G0014460-2B,,
Sspon.07G0014470,Sobic.009G026200,Sspon.07G0014470-1A|Sspon.07G0014470-1P,Sspon.07G0014470-2B,Sspon.07G0014470-3C,Sspon.07G0014470-4D
Sspon.07G0014480,Sobic.009G026101,Sspon.07G0014480-1A,,Sspon.07G0014480-2C,
Sspon.07G0014490,,Sspon.07G0014490-1A,,,
Sspon.07G0014500,,Sspon.07G0014500-1A,,,
Sspon.07G0014510,,Sspon.07G0014510-1A,,,
Sspon.07G0014520,Sobic.009G025900,Sspon.07G0014520-1A,Sspon.07G0014520-2B,,Sspon.07G0014520-3D
Sspon.07G0014530,,Sspon.07G0014530-1A,,,
Sspon.07G0014540,Sobic.009G025800,Sspon.07G0014540-1A,Sspon.07G0014540-2B,,Sspon.07G0014540-3D
Sspon.07G0014550,,Sspon.07G0014550-1A,,,Sspon.07G0014550-2D
Sspon.07G0014560,Sobic.009G025700,Sspon.07G0014560-1A,Sspon.07G0014560-2B,Sspon.07G0014560-3C,Sspon.07G0014560-4D
Sspon.07G0014570,Sobic.009G025600,Sspon.07G0014570-1A,Sspon.07G0014570-2B,,
Sspon.07G0014580,,Sspon.07G0014580-1A,Sspon.07G0014580-2B,Sspon.07G0014580-3C,Sspon.07G0014580-4D
Sspon.07G0014590,,Sspon.07G0014590-1A,,Sspon.07G0014590-2C,
Sspon.07G0014600,Sobic.009G025500,Sspon.07G0014600-1A,Sspon.07G0014600-2B,,Sspon.07G0014600-3D
Sspon.07G0014610,Sobic.009G025400,Sspon.07G0014610-1A,Sspon.07G0014610-2B,Sspon.07G0014610-3C,
Sspon.07G0014620,Sobic.009G025300,Sspon.07G0014620-1A,,Sspon.07G0014620-2C,Sspon.07G0014620-3D
Sspon.07G0014630,,Sspon.07G0014630-1A,,,
Sspon.07G0014640,Sobic.009G025200,Sspon.07G0014640-1A|Sspon.07G0014640-1T,Sspon.07G0014640-2B,Sspon.07G0014640-3C,Sspon.07G0014640-4D
Sspon.07G0014650,Sobic.009G025100,Sspon.07G0014650-1A,Sspon.07G0014650-2B,,Sspon.07G0014650-3D
Sspon.07G0014660,Sobic.009G024800,Sspon.07G0014660-1A,,,Sspon.07G0014660-2D
Sspon.07G0014670,Sobic.009G024900,Sspon.07G0014670-1A,Sspon.07G0014670-2B,,Sspon.07G0014670-3D
Sspon.07G0014680,,Sspon.07G0014680-1A,,,Sspon.07G0014680-2D
Sspon.07G0014690,Sobic.009G024500,Sspon.07G0014690-1A|Sspon.07G0014690-1P,,Sspon.07G0014690-2C,
Sspon.07G0014700,Sobic.009G024600,Sspon.07G0014700-1A|Sspon.07G0014700-1P|Sspon.07G0014700-2P|Sspon.07G0014700-1T,,Sspon.07G0014700-2C,
Sspon.07G0014710,,Sspon.07G0014710-1A,,,
Sspon.07G0014720,Sobic.009G024200,Sspon.07G0014720-1A|Sspon.07G0014720-1P,,Sspon.07G0014720-2C,
Sspon.07G0014730,Sobic.001G252200,Sspon.07G0014730-1A,,Sspon.07G0014730-2C,
Sspon.07G0014740,Sobic.009G024100,Sspon.07G0014740-1A|Sspon.07G0014740-1P|Sspon.07G0014740-2P,,Sspon.07G0014740-2C,Sspon.07G0014740-3D
Sspon.07G0014750,Sobic.009G024000,Sspon.07G0014750-1A|Sspon.07G0014750-1P|Sspon.07G0014750-2P,,Sspon.07G0014750-2C,
Sspon.07G0014760,,Sspon.07G0014760-1A,,,
Sspon.07G0014770,,Sspon.07G0014770-1A,,,
Sspon.07G0014780,Sobic.009G024400,Sspon.07G0014780-1A,,Sspon.07G0014780-2C,Sspon.07G0014780-3D
Sspon.07G0014790,Sobic.009G023801,Sspon.07G0014790-1A,Sspon.07G0014790-2B,Sspon.07G0014790-3C,
Sspon.07G0014800,Sobic.009G023600,Sspon.07G0014800-1A|Sspon.07G0014800-1P,Sspon.07G0014800-2B,Sspon.07G0014800-3C|Sspon.07G0014800-2P|Sspon.07G0014800-3P,
Sspon.07G0014810,Sobic.009G023600,Sspon.07G0014810-1A,Sspon.07G0014810-2B,,
Sspon.07G0014820,Sobic.009G023200,Sspon.07G0014820-1A|Sspon.07G0014820-1P,,Sspon.07G0014820-2C,
Sspon.07G0014830,Sobic.009G022500,Sspon.07G0014830-1A|Sspon.07G0014830-1T,Sspon.07G0014830-2B,,Sspon.07G0014830-3D
Sspon.07G0014840,,Sspon.07G0014840-1A,,,
Sspon.07G0014850,Sobic.009G022100,Sspon.07G0014850-1A,Sspon.07G0014850-2B,Sspon.07G0014850-3C,Sspon.07G0014850-4D
Sspon.07G0014860,Sobic.009G022200,Sspon.07G0014860-1A,,,Sspon.07G0014860-2D
Sspon.07G0014870,Sobic.009G022400,Sspon.07G0014870-1A,Sspon.07G0014870-2B,Sspon.07G0014870-3C,Sspon.07G0014870-4D
Sspon.07G0014880,Sobic.009G021300,Sspon.07G0014880-1A,Sspon.07G0014880-2B,,Sspon.07G0014880-3D
Sspon.07G0014890,Sobic.009G021600,Sspon.07G0014890-1A|Sspon.07G0014890-1T,,,Sspon.07G0014890-2D
Sspon.07G0014900,Sobic.003G383900,Sspon.07G0014900-1A,Sspon.07G0014900-2B,,Sspon.07G0014900-3D
Sspon.07G0014910,Sobic.009G020900,Sspon.07G0014910-1A,,Sspon.07G0014910-2C,Sspon.07G0014910-3D
Sspon.07G0014920,Sobic.009G020500,Sspon.07G0014920-1A,,Sspon.07G0014920-2C,Sspon.07G0014920-3D
Sspon.07G0014930,Sobic.009G020700,Sspon.07G0014930-1A,,Sspon.07G0014930-2C,Sspon.07G0014930-3D
Sspon.07G0014940,Sobic.009G020600,Sspon.07G0014940-1A|Sspon.07G0014940-1P,,Sspon.07G0014940-2C,Sspon.07G0014940-3D|Sspon.07G0014940-2P
Sspon.07G0014950,,Sspon.07G0014950-1A,,Sspon.07G0014950-2C,Sspon.07G0014950-3D
Sspon.07G0014960,Sobic.009G020100,Sspon.07G0014960-1A,,Sspon.07G0014960-2C,Sspon.07G0014960-3D
Sspon.07G0014970,,Sspon.07G0014970-1A,,,
Sspon.07G0014980,,Sspon.07G0014980-1A,,,
Sspon.07G0014990,,Sspon.07G0014990-1A,,,
Sspon.07G0015000,,Sspon.07G0015000-1A,,,
Sspon.07G0015010,,Sspon.07G0015010-1A,,,
Sspon.07G0015020,,Sspon.07G0015020-1A,,,
Sspon.07G0015030,,Sspon.07G0015030-1A,,,
Sspon.07G0015040,,Sspon.07G0015040-1A,,,
Sspon.07G0015050,,Sspon.07G0015050-1A,,,Sspon.07G0015050-2D
Sspon.07G0015060,Sobic.009G019800,Sspon.07G0015060-1A,,,Sspon.07G0015060-2D
Sspon.07G0015070,Sobic.009G018900,Sspon.07G0015070-1A|Sspon.07G0015070-1P,Sspon.07G0015070-2B,Sspon.07G0015070-3C,
Sspon.07G0015080,Sobic.009G019000,Sspon.07G0015080-1A,,Sspon.07G0015080-2C,Sspon.07G0015080-3D
Sspon.07G0015090,,Sspon.07G0015090-1A,,,
Sspon.07G0015100,Sobic.009G018900,Sspon.07G0015100-1A,,Sspon.07G0015100-2C,Sspon.07G0015100-3D
Sspon.07G0015110,Sobic.001G443800,Sspon.07G0015110-1A,Sspon.07G0015110-2B,Sspon.07G0015110-3C,Sspon.07G0015110-4D
Sspon.07G0015120,Sobic.009G018600,Sspon.07G0015120-1A,Sspon.07G0015120-2B,,
Sspon.07G0015130,Sobic.009G018000,Sspon.07G0015130-1A|Sspon.07G0015130-1P,Sspon.07G0015130-2B,Sspon.07G0015130-3C,
Sspon.07G0015140,Sobic.009G018200,Sspon.07G0015140-1A|Sspon.07G0015140-1P|Sspon.07G0015140-2P,,Sspon.07G0015140-2C,Sspon.07G0015140-3D
Sspon.07G0015150,,Sspon.07G0015150-1A,,,
Sspon.07G0015160,Sobic.009G017500,Sspon.07G0015160-1A,Sspon.07G0015160-2B|Sspon.07G0015160-1T,Sspon.07G0015160-3C,Sspon.07G0015160-4D
Sspon.07G0015170,Sobic.009G017600,Sspon.07G0015170-1A,Sspon.07G0015170-2B,Sspon.07G0015170-3C,Sspon.07G0015170-4D
Sspon.07G0015180,Sobic.009G017732,Sspon.07G0015180-1A,Sspon.07G0015180-2B,Sspon.07G0015180-3C|Sspon.07G0015180-1T,Sspon.07G0015180-4D
Sspon.07G0015190,Sobic.009G017300,Sspon.07G0015190-1A|Sspon.07G0015190-1T,Sspon.07G0015190-2B,,
Sspon.07G0015200,Sobic.009G017200,Sspon.07G0015200-1A,Sspon.07G0015200-2B,Sspon.07G0015200-3C,Sspon.07G0015200-4D
Sspon.07G0015210,Sobic.009G017000,Sspon.07G0015210-1A,Sspon.07G0015210-2B,Sspon.07G0015210-3C,Sspon.07G0015210-4D
Sspon.07G0015220,Sobic.009G016900,Sspon.07G0015220-1A,Sspon.07G0015220-2B,Sspon.07G0015220-3C,Sspon.07G0015220-4D
Sspon.07G0015230,Sobic.009G016800,Sspon.07G0015230-1A,Sspon.07G0015230-2B,Sspon.07G0015230-3C,Sspon.07G0015230-4D
Sspon.07G0015240,Sobic.009G016700,Sspon.07G0015240-1A,Sspon.07G0015240-2B,Sspon.07G0015240-3C,
Sspon.07G0015250,Sobic.009G016600,Sspon.07G0015250-1A,Sspon.07G0015250-2B|Sspon.07G0015250-1P,Sspon.07G0015250-3C,Sspon.07G0015250-4D|Sspon.07G0015250-1T|Sspon.07G0015250-2P
Sspon.07G0015260,,Sspon.07G0015260-1A,Sspon.07G0015260-2B,Sspon.07G0015260-3C|Sspon.07G0015260-1P,
Sspon.07G0015270,,Sspon.07G0015270-1A,,,
Sspon.07G0015280,Sobic.009G020000,Sspon.07G0015280-1A,,,Sspon.07G0015280-2D
Sspon.07G0015290,,Sspon.07G0015290-1A,,,
Sspon.07G0015300,Sobic.009G083200,Sspon.07G0015300-1A,,,
Sspon.07G0015310,,Sspon.07G0015310-1A,,,
Sspon.07G0015320,Sobic.009G083300,Sspon.07G0015320-1A,Sspon.07G0015320-2B,Sspon.07G0015320-3C|Sspon.07G0015320-1T,Sspon.07G0015320-4D
Sspon.07G0015330,Sobic.001G365100,Sspon.07G0015330-1A,Sspon.07G0015330-2B|Sspon.07G0015330-1P,,
Sspon.07G0015340,,Sspon.07G0015340-1A,,,
Sspon.07G0015350,Sobic.009G014600,Sspon.07G0015350-1A,Sspon.07G0015350-2B|Sspon.07G0015350-1P|Sspon.07G0015350-2P|Sspon.07G0015350-3P,Sspon.07G0015350-3C,Sspon.07G0015350-4D
Sspon.07G0015360,,Sspon.07G0015360-1A,,,
Sspon.07G0015370,Sobic.009G240600,Sspon.07G0015370-1A,,Sspon.07G0015370-2C,
Sspon.07G0015380,,Sspon.07G0015380-1A,,,
Sspon.07G0015390,Sobic.010G160033,Sspon.07G0015390-1A|Sspon.07G0015390-1P|Sspon.07G0015390-2P,Sspon.07G0015390-2B,,
Sspon.07G0015400,,Sspon.07G0015400-1A,,,
Sspon.07G0015410,,Sspon.07G0015410-1A,,,
Sspon.07G0015420,Sobic.009G015700,Sspon.07G0015420-1A,Sspon.07G0015420-2B,Sspon.07G0015420-3C,Sspon.07G0015420-4D
Sspon.07G0015430,,Sspon.07G0015430-1A,,Sspon.07G0015430-2C,
Sspon.07G0015440,Sobic.009G015400,Sspon.07G0015440-1A|Sspon.07G0015440-1T,Sspon.07G0015440-2B,Sspon.07G0015440-3C,
Sspon.07G0015450,Sobic.009G015400,Sspon.07G0015450-1A,,Sspon.07G0015450-2C,
Sspon.07G0015460,Sobic.009G016100,Sspon.07G0015460-1A,Sspon.07G0015460-2B|Sspon.07G0015460-1P,Sspon.07G0015460-3C,Sspon.07G0015460-4D|Sspon.07G0015460-1T
Sspon.07G0015470,Sobic.009G015900,Sspon.07G0015470-1A,Sspon.07G0015470-2B,Sspon.07G0015470-3C,Sspon.07G0015470-4D
Sspon.07G0015480,Sobic.009G016000,Sspon.07G0015480-1A,Sspon.07G0015480-2B,Sspon.07G0015480-3C,Sspon.07G0015480-4D
Sspon.07G0015490,,Sspon.07G0015490-1A,,,
Sspon.07G0015500,Sobic.009G014000,Sspon.07G0015500-1A|Sspon.07G0015500-1P,Sspon.07G0015500-2B,Sspon.07G0015500-3C,Sspon.07G0015500-4D
Sspon.07G0015510,Sobic.009G013900,Sspon.07G0015510-1A|Sspon.07G0015510-1P,Sspon.07G0015510-2B,Sspon.07G0015510-3C,
Sspon.07G0015520,Sobic.009G013700,Sspon.07G0015520-1A|Sspon.07G0015520-1P,Sspon.07G0015520-2B,Sspon.07G0015520-3C,
Sspon.07G0015530,Sobic.009G013600,Sspon.07G0015530-1A|Sspon.07G0015530-1P,,Sspon.07G0015530-2C,
Sspon.07G0015540,,Sspon.07G0015540-1A,,,
Sspon.07G0015550,,Sspon.07G0015550-1A,Sspon.07G0015550-2B,,
Sspon.07G0015560,Sobic.009G014200,Sspon.07G0015560-1A,Sspon.07G0015560-2B,,Sspon.07G0015560-3D
Sspon.07G0015570,Sobic.009G013600,Sspon.07G0015570-1A,,Sspon.07G0015570-2C,
Sspon.07G0015580,Sobic.009G013400,Sspon.07G0015580-1A,Sspon.07G0015580-2B,,
Sspon.07G0015590,Sobic.009G013000,Sspon.07G0015590-1A,Sspon.07G0015590-2B,Sspon.07G0015590-3C,Sspon.07G0015590-4D
Sspon.07G0015600,Sobic.009G012900,Sspon.07G0015600-1A,,,
Sspon.07G0015610,Sobic.009G012900,Sspon.07G0015610-1A,,,Sspon.07G0015610-2D
Sspon.07G0015620,,Sspon.07G0015620-1A,,,
Sspon.07G0015630,,Sspon.07G0015630-1A,Sspon.07G0015630-2B,,
Sspon.07G0015640,,Sspon.07G0015640-1A,,,Sspon.07G0015640-2D
Sspon.07G0015650,Sobic.009G012700,Sspon.07G0015650-1A,Sspon.07G0015650-2B,Sspon.07G0015650-3C,Sspon.07G0015650-4D
Sspon.07G0015660,Sobic.009G012400,Sspon.07G0015660-1A,Sspon.07G0015660-2B,Sspon.07G0015660-3C,Sspon.07G0015660-4D
